Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
763,1977,Female,More than 5 years,Service Industry,More than 200,Multiple family household,Regional,No change
764,1956,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% Less productive
765,1964,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,No change
766,1958,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
767,1966,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
768,1959,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
769,1959,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,30% More productive
770,1961,Male,More than 5 years,Manufacturing and trade,I am the only employee,Single person,Metro,No change
771,1978,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
772,1989,Male,Between 1 and 5 years,Retail and Food,More than 200,Other one family household,Metro,20% More productive
773,1984,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,20% Less productive
774,1988,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,40% Less productive
775,1989,Female,More than 5 years,Manufacturing and trade,Between 1 and 4,Couple with no dependent children,Regional,No change
776,1986,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No change
777,1968,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,30% More productive
778,1987,Male,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,No change
779,1981,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
780,1966,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,10% Less productive
781,1971,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,20% Less productive
782,1978,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,30% Less productive
783,1983,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
784,1957,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,20% More productive
785,1986,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,30% More productive
786,1984,Female,More than 5 years,Public and utility services,More than 200,Single person,Metro,30% More productive
787,1975,Male,More than 5 years,Service Industry,Between 1 and 4,Single person,Metro,10% Less productive
788,1961,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
789,1962,Female,More than 5 years,Retail and Food,More than 200,Single person,Metro,30% More productive
790,1965,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,30% More productive
791,1982,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
792,1964,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
793,1981,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,20% Less productive
794,1971,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
795,1989,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,40% More productive
796,1991,Female,More than 5 years,Retail and Food,More than 200,Single person,Regional,No change
797,1957,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No change
798,1974,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
799,1991,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,30% More productive
800,1995,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
801,1959,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,10% More productive
802,1983,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,50% More productive
803,1988,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
804,1993,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
805,1973,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,20% Less productive
806,1975,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,One  parent family with dependent children,Metro,50% More productive
807,1992,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
808,1966,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,30% More productive
809,1983,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% Less productive
810,1969,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
811,1985,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,No change
812,1982,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
813,1977,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No change
814,1966,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
815,1973,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
816,1968,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
817,1964,Female,More than 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,50% More productive
818,1965,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,50% More productive
819,1980,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,40% More productive
820,1965,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,No change
821,1977,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
822,1978,Female,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Metro,20% Less productive
823,1967,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
824,1975,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,50% More productive
825,1970,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,50% More productive
826,1994,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
827,1957,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,20% More productive
828,1966,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
829,1968,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,50% More productive
830,1990,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% More productive
831,1975,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
832,1970,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,One  parent family with dependent children,Metro,10% More productive
833,1983,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
834,1967,Male,More than 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,No change
835,1977,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
836,1976,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,20% Less productive
837,1974,Female,More than 5 years,Service Industry,More than 200,Group household,Metro,50% More productive
838,1960,Male,Between 1 and 5 years,Service Industry,I am the only employee,Couple with no dependent children,Regional,20% Less productive
839,1987,Male,More than 5 years,Public and utility services,Between 5 and 19,Single person,Metro,30% Less productive
840,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% More productive
841,1977,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% Less productive
842,1988,Male,More than 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,No change
843,1966,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,20% More productive
844,1986,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No change
845,1964,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,50% More productive
846,1976,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,20% More productive
847,1970,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% Less productive
848,1983,Female,More than 5 years,Service Industry,I am the only employee,Couple with dependent children,Metro,No change
849,1960,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
850,1975,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,10% Less productive
851,1982,Male,Between 6 and 12 months,Retail and Food,More than 200,Couple with no dependent children,Metro,10% Less productive
852,1977,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,50% More productive
853,1980,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% Less productive
854,1958,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
855,1963,Female,More than 5 years,Public and utility services,Between 1 and 4,Couple with no dependent children,Regional,50% More productive
856,1959,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Regional,No change
857,1978,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
858,1972,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
859,1957,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,10% More productive
860,1971,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
861,1979,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
862,1994,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
863,1977,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No change
864,1966,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
865,1963,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,10% Less productive
866,1976,Female,Between 1 and 5 years,Service Industry,I am the only employee,Couple with dependent children,Metro,50% More productive
867,1967,Male,More than 5 years,Service Industry,I am the only employee,Couple with dependent children,Regional,10% Less productive
868,1967,Male,More than 5 years,Retail and Food,More than 200,Group household,Metro,40% More productive
869,1989,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
870,1981,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One  parent family with dependent children,Metro,50% More productive
871,1975,Male,Between 6 and 12 months,Service Industry,More than 200,Other one family household,Metro,20% More productive
872,1980,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
873,1983,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
874,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
875,1970,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,30% More productive
876,1961,Male,More than 5 years,Public and utility services,I am the only employee,Single person,Regional,10% More productive
877,1976,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
878,1989,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,20% More productive
879,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% Less productive
880,1967,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% More productive
881,1961,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
882,1961,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
883,1967,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
884,1965,Female,More than 5 years,Service Industry,More than 200,Multiple family household,Metro,40% More productive
885,1961,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,No change
886,1967,Female,More than 5 years,Public and utility services,More than 200,Group household,Metro,10% Less productive
887,1980,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,20% More productive
888,1970,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,10% More productive
889,1978,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% More productive
890,1968,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
891,1958,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,50% More productive
892,1994,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,20% More productive
893,1965,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
894,1978,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
895,1969,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
896,1981,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
897,1978,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
898,1963,Female,Between 1 and 5 years,Retail and Food,I am the only employee,Couple with dependent children,Metro,No change
899,1965,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,50% More productive
900,1983,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
901,1969,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
902,1989,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,20% More productive
903,1972,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
904,1989,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,30% More productive
905,1957,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
906,1978,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
907,1966,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No change
908,1987,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
909,1970,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,50% More productive
910,1973,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Metro,No change
911,1976,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,20% More productive
912,1978,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
913,1970,Male,More than 5 years,Service Industry,More than 200,Other one family household,Regional,No change
914,1956,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,30% Less productive
915,1975,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,50% More productive
916,1970,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
917,1974,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,10% Less productive
918,1968,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
919,1975,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Regional,20% More productive
920,1982,Female,More than 5 years,Public and utility services,Between 20 and 199,Multiple family household,Metro,40% More productive
921,1977,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
922,1972,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,50% More productive
923,1972,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One  parent family with dependent children,Metro,No change
924,1979,Female,More than 5 years,Service Industry,Between 5 and 19,Single person,Metro,10% More productive
925,1978,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
926,1974,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
927,1983,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No change
928,1967,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
929,1961,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,30% More productive
930,1962,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,20% Less productive
931,1971,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Regional,No change
932,1969,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
933,1988,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
934,1937,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% Less productive
935,1991,Female,More than 5 years,Retail and Food,Between 20 and 199,Other one family household,Metro,10% Less productive
936,1982,Female,Between 1 and 5 years,Service Industry,More than 200,Other one family household,Metro,50% More productive
937,1981,Female,Between 6 and 12 months,Public and utility services,More than 200,Couple with dependent children,Regional,50% More productive
938,1986,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
939,1983,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% Less productive
940,1981,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
941,1978,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
942,1985,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No change
943,1968,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
944,1959,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
945,1988,Female,Between 6 and 12 months,Retail and Food,Between 5 and 19,One  parent family with dependent children,Metro,No change
946,1970,Male,More than 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Regional,20% More productive
947,1969,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% More productive
948,1988,Female,More than 5 years,Retail and Food,Between 5 and 19,Group household,Regional,50% More productive
949,1972,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% More productive
950,1980,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,30% More productive
951,1985,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
952,1987,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No change
953,1956,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,30% More productive
954,1965,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
955,1972,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
956,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No change
957,1977,Female,More than 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Regional,40% More productive
958,1991,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Other one family household,Regional,No change
959,1962,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
960,1980,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,30% Less productive
961,1967,Male,More than 5 years,Public and utility services,More than 200,Single person,Metro,50% Less productive
962,1971,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% More productive
963,1965,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,No change
964,1971,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One  parent family with dependent children,Metro,10% More productive
965,1989,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
966,1972,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,50% More productive
967,1963,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,40% More productive
968,1980,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
969,1981,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,10% Less productive
970,1971,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,10% More productive
971,1986,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,50% More productive
972,1978,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
973,1974,Female,More than 5 years,Service Industry,Between 5 and 19,Single person,Metro,No change
974,1996,Male,Between 1 and 5 years,Public and utility services,More than 200,Group household,Metro,50% More productive
975,1961,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
976,1967,Female,More than 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Metro,No change
977,1975,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,50% Less productive
978,1990,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,10% More productive
979,1967,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Single person,Metro,20% Less productive
980,1967,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,No change
981,1987,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
982,1969,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
983,1986,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,50% More productive
984,1967,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
985,1962,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
986,1972,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,No change
987,1960,Male,More than 5 years,Service Industry,I am the only employee,Single person,Metro,No change
988,1985,Male,More than 5 years,Service Industry,More than 200,Group household,Metro,30% Less productive
989,1973,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
990,1978,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
991,1995,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
992,1965,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No change
993,1973,Male,More than 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Regional,50% More productive
994,1957,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
995,1977,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
996,1963,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,20% More productive
997,1977,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
998,1971,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,20% More productive
999,1980,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1000,1958,Male,Between 1 and 5 years,Public and utility services,More than 200,Single person,Metro,No change
1001,1977,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No change
1002,1972,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,30% More productive
1003,1961,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,20% More productive
1004,1960,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1005,1969,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
1006,1971,Female,More than 5 years,Retail and Food,More than 200,Single person,Regional,10% Less productive
1007,1995,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Regional,50% More productive
1008,1966,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% Less productive
1009,1962,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,50% More productive
1010,1978,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
1011,1970,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,50% More productive
1012,1962,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Other one family household,Regional,No change
1013,1972,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,One  parent family with dependent children,Metro,30% More productive
1014,1970,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,30% More productive
1015,1968,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1016,1976,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,No change
1017,1980,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1018,1982,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
1019,1965,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1020,1959,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1021,1970,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,10% Less productive
1022,1983,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Single person,Metro,No change
1023,1989,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1024,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1025,1979,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1026,1977,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,20% Less productive
1027,1968,Male,More than 5 years,Retail and Food,More than 200,Single person,Metro,20% More productive
1028,1980,Female,More than 5 years,Public and utility services,Between 20 and 199,Single person,Metro,20% More productive
1029,1970,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,20% More productive
1030,1968,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1031,1977,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
1032,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
1033,1974,Female,Between 6 and 12 months,Manufacturing and trade,Between 1 and 4,Couple with dependent children,Metro,40% More productive
1034,1965,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1035,1955,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,30% More productive
1036,1966,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,One  parent family with dependent children,Metro,20% Less productive
1037,1978,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
1038,1982,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
1039,1969,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,10% More productive
1040,1964,Female,More than 5 years,Service Industry,I am the only employee,Couple with no dependent children,Regional,20% More productive
1041,1976,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,50% More productive
1042,1964,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,40% More productive
1043,1977,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1044,1967,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1045,1975,Male,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1046,1964,Female,More than 5 years,Service Industry,I am the only employee,Single person,Metro,50% More productive
1047,1966,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1048,1961,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1049,1984,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
1050,1989,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,30% More productive
1051,1968,Male,Between 6 and 12 months,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,50% Less productive
